antecedents,consequents,support,confidence,lift
Product 37,Product 7,0.01,1.0,33.333333333333336
Product 24,"Product 44, Product 58, Product 86, Product 93",0.01,0.33333333333333337,33.333333333333336
Product 7,"Product 70, Product 88",0.01,0.33333333333333337,33.333333333333336
"Product 31, Product 42, Product 62",Product 18,0.01,1.0,33.333333333333336
Product 61,"Product 12, Product 29, Product 64",0.01,0.33333333333333337,33.333333333333336
Product 61,"Product 12, Product 14, Product 64",0.01,0.33333333333333337,33.333333333333336
"Product 35, Product 37, Product 64",Product 7,0.01,1.0,33.333333333333336
"Product 35, Product 64, Product 96",Product 7,0.01,1.0,33.333333333333336
Product 16,"Product 28, Product 43, Product 55, Product 62",0.01,0.33333333333333337,33.333333333333336
Product 18,"Product 31, Product 42, Product 62, Product 90",0.01,0.33333333333333337,33.333333333333336
"Product 16, Product 43, Product 55, Product 62",Product 28,0.01,1.0,33.333333333333336
"Product 28, Product 43, Product 55, Product 62",Product 16,0.01,1.0,33.333333333333336
Product 24,"Product 74, Product 78, Product 95",0.01,0.33333333333333337,33.333333333333336
Product 7,"Product 12, Product 33, Product 35, Product 84",0.01,0.33333333333333337,33.333333333333336
Product 33,"Product 12, Product 35, Product 7, Product 84",0.01,0.33333333333333337,33.333333333333336
Product 28,"Product 16, Product 43, Product 55, Product 62",0.01,0.33333333333333337,33.333333333333336
"Product 12, Product 33, Product 35, Product 7",Product 84,0.01,1.0,33.333333333333336
"Product 12, Product 35, Product 7, Product 84",Product 33,0.01,1.0,33.333333333333336
"Product 12, Product 33, Product 35, Product 84",Product 7,0.01,1.0,33.333333333333336
Product 33,"Product 65, Product 87, Product 91",0.01,0.33333333333333337,33.333333333333336
Product 84,"Product 63, Product 86",0.01,0.33333333333333337,33.333333333333336
"Product 69, Product 96",Product 41,0.01,1.0,33.333333333333336
"Product 41, Product 96",Product 69,0.01,1.0,33.333333333333336
"Product 37, Product 96",Product 7,0.01,1.0,33.333333333333336
Product 7,"Product 35, Product 37",0.01,0.33333333333333337,33.333333333333336
"Product 35, Product 96",Product 7,0.01,1.0,33.333333333333336
"Product 14, Product 29, Product 64",Product 61,0.01,1.0,33.333333333333336
Product 61,"Product 14, Product 29, Product 64",0.01,0.33333333333333337,33.333333333333336
"Product 12, Product 29, Product 64",Product 61,0.01,1.0,33.333333333333336
Product 18,"Product 42, Product 62, Product 90",0.01,0.33333333333333337,33.333333333333336
"Product 49, Product 73",Product 41,0.01,1.0,33.333333333333336
Product 41,"Product 49, Product 73",0.01,0.33333333333333337,33.333333333333336
"Product 12, Product 14, Product 64",Product 61,0.01,1.0,33.333333333333336
Product 61,"Product 12, Product 29",0.01,0.33333333333333337,33.333333333333336
"Product 29, Product 64",Product 61,0.01,1.0,33.333333333333336
"Product 65, Product 87, Product 91",Product 33,0.01,1.0,33.333333333333336
Product 38,"Product 100, Product 92, Product 97",0.01,0.33333333333333337,33.333333333333336
Product 92,"Product 100, Product 38, Product 97",0.01,0.33333333333333337,33.333333333333336
Product 38,"Product 100, Product 50, Product 92",0.01,0.33333333333333337,33.333333333333336
Product 24,"Product 44, Product 58, Product 86",0.01,0.33333333333333337,33.333333333333336
"Product 100, Product 50, Product 97",Product 92,0.01,1.0,33.333333333333336
"Product 44, Product 58, Product 93",Product 24,0.01,1.0,33.333333333333336
"Product 12, Product 64",Product 61,0.01,1.0,33.333333333333336
"Product 58, Product 78, Product 84, Product 87",Product 33,0.01,1.0,33.333333333333336
Product 33,"Product 58, Product 78, Product 84, Product 87",0.01,0.33333333333333337,33.333333333333336
Product 84,"Product 33, Product 58, Product 78, Product 87",0.01,0.33333333333333337,33.333333333333336
Product 24,"Product 44, Product 58, Product 93",0.01,0.33333333333333337,33.333333333333336
"Product 100, Product 4, Product 81",Product 13,0.01,1.0,33.333333333333336
"Product 33, Product 58, Product 78, Product 87",Product 84,0.01,1.0,33.333333333333336
Product 28,"Product 49, Product 68, Product 79",0.01,0.33333333333333337,33.333333333333336
Product 92,"Product 100, Product 38, Product 50",0.01,0.33333333333333337,33.333333333333336
Product 61,"Product 29, Product 64",0.01,0.33333333333333337,33.333333333333336
"Product 14, Product 29",Product 61,0.01,1.0,33.333333333333336
Product 61,"Product 14, Product 29",0.01,0.33333333333333337,33.333333333333336
"Product 14, Product 64",Product 61,0.01,1.0,33.333333333333336
Product 61,"Product 14, Product 64",0.01,0.33333333333333337,33.333333333333336
"Product 28, Product 43, Product 62",Product 16,0.01,1.0,33.333333333333336
Product 16,"Product 28, Product 43, Product 62",0.01,0.33333333333333337,33.333333333333336
Product 28,"Product 16, Product 43, Product 62",0.01,0.33333333333333337,33.333333333333336
"Product 43, Product 55, Product 62",Product 28,0.01,1.0,33.333333333333336
"Product 74, Product 95",Product 24,0.01,1.0,33.333333333333336
Product 61,"Product 12, Product 64",0.01,0.33333333333333337,33.333333333333336
"Product 12, Product 29",Product 61,0.01,1.0,33.333333333333336
"Product 12, Product 14",Product 61,0.01,1.0,33.333333333333336
Product 61,"Product 12, Product 14",0.01,0.33333333333333337,33.333333333333336
"Product 37, Product 64",Product 7,0.01,1.0,33.333333333333336
Product 7,"Product 37, Product 64",0.01,0.33333333333333337,33.333333333333336
"Product 35, Product 37",Product 7,0.01,1.0,33.333333333333336
Product 92,"Product 100, Product 50, Product 97",0.01,0.33333333333333337,33.333333333333336
"Product 38, Product 50, Product 97",Product 92,0.01,1.0,33.333333333333336
Product 38,"Product 50, Product 92, Product 97",0.01,0.33333333333333337,33.333333333333336
Product 92,"Product 38, Product 50, Product 97",0.01,0.33333333333333337,33.333333333333336
Product 98,Product 20,0.01,0.5,25.0
"Product 23, Product 30, Product 57, Product 82",Product 6,0.01,1.0,25.0
Product 97,"Product 38, Product 50, Product 92",0.01,0.25,25.0
"Product 50, Product 92, Product 97",Product 100,0.01,1.0,25.0
Product 97,"Product 100, Product 38, Product 50",0.01,0.25,25.0
Product 100,"Product 38, Product 50, Product 97",0.01,0.25,25.0
Product 90,"Product 18, Product 31, Product 42, Product 62",0.01,0.25,25.0
Product 31,"Product 18, Product 42, Product 62, Product 90",0.01,0.25,25.0
Product 34,Product 48,0.01,1.0,25.0
Product 48,Product 34,0.01,0.25,25.0
Product 86,"Product 24, Product 44, Product 58",0.01,0.25,25.0
"Product 24, Product 44, Product 58",Product 86,0.01,1.0,25.0
Product 60,"Product 100, Product 13, Product 81",0.01,0.25,25.0
Product 34,Product 93,0.01,1.0,25.0
Product 93,Product 34,0.01,0.25,25.0
Product 89,Product 43,0.01,0.5,25.0
Product 43,Product 89,0.01,0.5,25.0
Product 40,Product 22,0.01,1.0,25.0
Product 22,Product 40,0.01,0.25,25.0
Product 40,Product 48,0.01,1.0,25.0
Product 48,Product 40,0.01,0.25,25.0
"Product 14, Product 19, Product 76, Product 79",Product 93,0.01,1.0,25.0
Product 60,"Product 26, Product 73",0.01,0.25,25.0
"Product 26, Product 73",Product 60,0.01,1.0,25.0
Product 65,"Product 20, Product 70, Product 98",0.01,0.25,25.0
"Product 38, Product 50, Product 92",Product 100,0.01,1.0,25.0
"Product 20, Product 70, Product 98",Product 65,0.01,1.0,25.0
Product 11,"Product 23, Product 39, Product 79",0.01,0.25,25.0
"Product 33, Product 56, Product 91",Product 65,0.01,1.0,25.0
Product 65,"Product 33, Product 56, Product 87",0.01,0.25,25.0
"Product 23, Product 39, Product 79",Product 11,0.01,1.0,25.0
Product 65,"Product 33, Product 56, Product 91",0.01,0.25,25.0
"Product 1, Product 12, Product 28",Product 65,0.01,1.0,25.0
"Product 33, Product 56, Product 87",Product 65,0.01,1.0,25.0
Product 65,"Product 33, Product 87, Product 91",0.01,0.25,25.0
"Product 65, Product 91","Product 33, Product 87",0.01,0.5,25.0
"Product 33, Product 87","Product 65, Product 91",0.01,0.5,25.0
"Product 33, Product 87, Product 91",Product 65,0.01,1.0,25.0
Product 6,"Product 23, Product 30",0.01,0.25,25.0
"Product 23, Product 30",Product 6,0.01,1.0,25.0
Product 6,"Product 23, Product 57",0.01,0.25,25.0
"Product 23, Product 57",Product 6,0.01,1.0,25.0
Product 17,"Product 19, Product 81",0.01,0.25,25.0
"Product 19, Product 81",Product 17,0.01,1.0,25.0
Product 48,"Product 16, Product 46, Product 52",0.01,0.25,25.0
"Product 14, Product 49, Product 66",Product 17,0.01,1.0,25.0
Product 3,"Product 49, Product 56, Product 75",0.01,0.25,25.0
"Product 49, Product 56, Product 75",Product 3,0.01,1.0,25.0
Product 3,"Product 35, Product 49, Product 75",0.01,0.25,25.0
Product 60,"Product 42, Product 73",0.01,0.25,25.0
"Product 42, Product 73",Product 60,0.01,1.0,25.0
Product 60,"Product 26, Product 42",0.01,0.25,25.0
"Product 26, Product 42",Product 60,0.01,1.0,25.0
Product 17,"Product 14, Product 49, Product 66",0.01,0.25,25.0
Product 6,"Product 30, Product 57",0.01,0.25,25.0
"Product 30, Product 57",Product 6,0.01,1.0,25.0
Product 11,"Product 23, Product 36",0.01,0.25,25.0
"Product 23, Product 36",Product 11,0.01,1.0,25.0
Product 6,"Product 76, Product 82",0.01,0.25,25.0
Product 48,"Product 16, Product 52, Product 62",0.01,0.25,25.0
"Product 16, Product 52, Product 62",Product 48,0.01,1.0,25.0
"Product 6, Product 82",Product 30,0.01,0.5,25.0
"Product 30, Product 82",Product 6,0.01,1.0,25.0
"Product 35, Product 49, Product 56",Product 3,0.01,1.0,25.0
"Product 35, Product 49, Product 75",Product 3,0.01,1.0,25.0
Product 3,"Product 35, Product 49, Product 56",0.01,0.25,25.0
Product 6,"Product 23, Product 82",0.01,0.25,25.0
"Product 23, Product 82",Product 6,0.01,1.0,25.0
Product 6,"Product 30, Product 82",0.01,0.25,25.0
Product 30,"Product 6, Product 82",0.01,0.5,25.0
"Product 42, Product 90",Product 31,0.01,1.0,25.0
"Product 31, Product 42",Product 90,0.01,1.0,25.0
Product 90,"Product 18, Product 62",0.01,0.25,25.0
"Product 18, Product 62",Product 90,0.01,1.0,25.0
"Product 46, Product 52, Product 62",Product 48,0.01,1.0,25.0
"Product 16, Product 46, Product 52",Product 48,0.01,1.0,25.0
"Product 28, Product 49",Product 68,0.01,1.0,25.0
"Product 2, Product 39, Product 42",Product 17,0.01,1.0,25.0
Product 93,"Product 14, Product 19, Product 79",0.01,0.25,25.0
"Product 76, Product 82",Product 6,0.01,1.0,25.0
Product 3,"Product 35, Product 56, Product 75",0.01,0.25,25.0
"Product 35, Product 56, Product 75",Product 3,0.01,1.0,25.0
Product 17,"Product 2, Product 39, Product 42",0.01,0.25,25.0
Product 68,"Product 28, Product 49",0.01,0.25,25.0
Product 6,"Product 57, Product 82",0.01,0.25,25.0
"Product 57, Product 82",Product 6,0.01,1.0,25.0
Product 90,"Product 31, Product 42",0.01,0.25,25.0
Product 31,"Product 42, Product 90",0.01,0.25,25.0
Product 31,"Product 18, Product 62",0.01,0.25,25.0
"Product 18, Product 62",Product 31,0.01,1.0,25.0
Product 90,"Product 18, Product 42",0.01,0.25,25.0
"Product 16, Product 46, Product 62",Product 48,0.01,1.0,25.0
Product 48,"Product 15, Product 57, Product 93",0.01,0.25,25.0
Product 93,"Product 15, Product 48, Product 57",0.01,0.25,25.0
Product 48,"Product 46, Product 52, Product 62",0.01,0.25,25.0
Product 68,"Product 49, Product 79",0.01,0.25,25.0
"Product 49, Product 79",Product 68,0.01,1.0,25.0
Product 68,"Product 62, Product 79",0.01,0.25,25.0
"Product 62, Product 79",Product 68,0.01,1.0,25.0
"Product 14, Product 19, Product 79",Product 93,0.01,1.0,25.0
Product 68,"Product 28, Product 79",0.01,0.25,25.0
"Product 28, Product 79",Product 68,0.01,1.0,25.0
Product 31,"Product 18, Product 42",0.01,0.25,25.0
"Product 18, Product 42",Product 31,0.01,1.0,25.0
Product 65,"Product 1, Product 12, Product 28",0.01,0.25,25.0
Product 48,"Product 16, Product 46, Product 62",0.01,0.25,25.0
"Product 18, Product 42",Product 90,0.01,1.0,25.0
Product 90,"Product 42, Product 62",0.01,0.25,25.0
"Product 42, Product 62",Product 90,0.01,1.0,25.0
Product 93,"Product 19, Product 76, Product 79",0.01,0.25,25.0
"Product 19, Product 76, Product 79",Product 93,0.01,1.0,25.0
Product 93,"Product 14, Product 76, Product 79",0.01,0.25,25.0
Product 31,"Product 18, Product 90",0.01,0.25,25.0
"Product 18, Product 90",Product 31,0.01,1.0,25.0
Product 90,"Product 31, Product 62",0.01,0.25,25.0
Product 31,"Product 62, Product 90",0.01,0.25,25.0
"Product 62, Product 90",Product 31,0.01,1.0,25.0
"Product 31, Product 62",Product 90,0.01,1.0,25.0
Product 71,"Product 58, Product 73",0.01,0.25,25.0
"Product 58, Product 73",Product 71,0.01,1.0,25.0
Product 71,"Product 45, Product 73",0.01,0.25,25.0
"Product 45, Product 73",Product 71,0.01,1.0,25.0
Product 55,"Product 16, Product 62",0.01,0.5,25.0
"Product 16, Product 62",Product 55,0.01,0.5,25.0
Product 3,"Product 2, Product 64",0.01,0.25,25.0
"Product 2, Product 64",Product 3,0.01,1.0,25.0
"Product 15, Product 48, Product 57",Product 93,0.01,1.0,25.0
"Product 15, Product 57, Product 93",Product 48,0.01,1.0,25.0
Product 93,"Product 15, Product 34, Product 57",0.01,0.25,25.0
"Product 14, Product 76, Product 79",Product 93,0.01,1.0,25.0
Product 93,"Product 14, Product 19, Product 76",0.01,0.25,25.0
"Product 14, Product 19, Product 76",Product 93,0.01,1.0,25.0
Product 31,"Product 42, Product 62",0.01,0.25,25.0
"Product 42, Product 62",Product 31,0.01,1.0,25.0
Product 27,"Product 24, Product 87",0.01,0.25,25.0
Product 43,"Product 16, Product 62",0.01,0.5,25.0
"Product 24, Product 87",Product 27,0.01,1.0,25.0
Product 48,"Product 15, Product 34, Product 93",0.01,0.25,25.0
Product 93,"Product 15, Product 34, Product 48",0.01,0.25,25.0
"Product 15, Product 34, Product 57",Product 93,0.01,1.0,25.0
Product 48,"Product 34, Product 57, Product 93",0.01,0.25,25.0
Product 93,"Product 34, Product 48, Product 57",0.01,0.25,25.0
"Product 34, Product 48, Product 57",Product 93,0.01,1.0,25.0
"Product 34, Product 57, Product 93",Product 48,0.01,1.0,25.0
"Product 33, Product 84","Product 35, Product 7",0.01,0.5,25.0
"Product 35, Product 7","Product 33, Product 84",0.01,0.5,25.0
"Product 28, Product 62",Product 43,0.01,0.5,25.0
"Product 16, Product 62",Product 43,0.01,0.5,25.0
Product 55,"Product 28, Product 62",0.01,0.5,25.0
"Product 28, Product 62",Product 55,0.01,0.5,25.0
Product 93,"Product 19, Product 79",0.01,0.25,25.0
Product 27,"Product 24, Product 25, Product 87",0.01,0.25,25.0
"Product 24, Product 25, Product 87",Product 27,0.01,1.0,25.0
Product 71,"Product 51, Product 78, Product 89",0.01,0.25,25.0
Product 48,"Product 15, Product 34, Product 57",0.01,0.25,25.0
"Product 15, Product 34, Product 57",Product 48,0.01,1.0,25.0
"Product 14, Product 19",Product 93,0.01,1.0,25.0
Product 68,"Product 82, Product 93",0.01,0.25,25.0
Product 93,"Product 68, Product 82",0.01,0.25,25.0
"Product 68, Product 82",Product 93,0.01,1.0,25.0
"Product 82, Product 93",Product 68,0.01,1.0,25.0
Product 43,"Product 28, Product 62",0.01,0.5,25.0
Product 27,"Product 25, Product 87",0.01,0.25,25.0
"Product 25, Product 87",Product 27,0.01,1.0,25.0
Product 27,"Product 24, Product 25",0.01,0.25,25.0
"Product 24, Product 25",Product 27,0.01,1.0,25.0
"Product 2, Product 42",Product 17,0.01,1.0,25.0
Product 98,"Product 15, Product 48",0.01,0.5,25.0
Product 48,"Product 15, Product 98",0.01,0.25,25.0
"Product 15, Product 98",Product 48,0.01,1.0,25.0
"Product 15, Product 48",Product 98,0.01,0.5,25.0
Product 93,"Product 76, Product 79",0.01,0.25,25.0
"Product 15, Product 34, Product 48",Product 93,0.01,1.0,25.0
"Product 15, Product 34, Product 93",Product 48,0.01,1.0,25.0
Product 93,"Product 14, Product 76",0.01,0.25,25.0
"Product 14, Product 76",Product 93,0.01,1.0,25.0
Product 93,"Product 14, Product 79",0.01,0.25,25.0
"Product 14, Product 79",Product 93,0.01,1.0,25.0
